iter	Passed	Remaining
1659	71782	14702
1660	71824	14658
1661	71860	14614
1662	71902	14570
1663	71941	14526
1664	71968	14480
1665	72008	14436
1666	72045	14391
1667	72084	14347
1668	72117	14302
1669	72150	14257
1670	72181	14211
1671	72219	14167
1672	72255	14122
1673	72299	14079
1674	72341	14036
1675	72382	13992
1676	72432	13950
1677	72466	13906
1678	72510	13862
1679	72554	13819
1680	72593	13775
1681	72636	13732
1682	72673	13688
1683	72705	13643
1684	72749	13600
1685	72785	13555
1686	72817	13510
1687	72857	13466
1688	72898	13423
1689	72935	13378
1690	72964	13333
1691	72996	13287
1692	73025	13242
1693	73067	13198
1694	73127	13158
1695	73168	13115
1696	73209	13071
1697	73245	13027
1698	73284	12983
1699	73320	12938
1700	73359	12895
1701	73397	12850
1702	73436	12807
1703	73482	12764
1704	73522	12720
1705	73567	12678
1706	73624	12637
1707	73662	12593
1708	73708	12550
1709	73756	12508
1710	73795	12464
1711	73831	12420
1712	73881	12378
1713	73929	12335
1714	73975	12293
1715	74008	12248
1716	74037	12203
1717	74078	12159
1718	74115	12115
1719	74149	12070
1720	74190	12027
1721	74230	11983
1722	74264	11939
1723	74306	11895
1724	74340	11851
1725	74379	11807
1726	74419	11764
1727	74456	11720
1728	74500	11677
1729	74535	11632
1730	74570	11588
1731	74613	11545
1732	74670	11504
1733	74712	11461
1734	74756	11418
1735	74798	11374
1736	74843	11332
1737	74889	11289
1738	74932	11246
1739	74968	11202
1740	75032	11162
1741	75075	11119
1742	75116	11075
1743	75161	11032
1744	75189	10987
1745	75226	10943
1746	75271	10900
1747	75311	10857
1748	75350	10813
1749	75386	10769
1750	75430	10726
1751	75476	10683
1752	75516	10640
1753	75553	10596
1754	75580	10551
1755	75611	10506
1756	75655	10463
1757	75694	10419
1758	75733	10376
1759	75779	10333
1760	75815	10289
1761	75856	10246
1762	75899	10203
1763	75932	10158
1764	75969	10114
1765	76006	10071
1766	76046	10027
1767	76088	9984
1768	76127	9940
1769	76164	9897
1770	76206	9853
1771	76241	9809
1772	76283	9766
1773	76320	9722
1774	76362	9679
1775	76399	9635
1776	76433	9591
1777	76472	9548
1778	76511	9504
1779	76557	9462
1780	76590	9417
1781	76621	9373
1782	76653	9329
1783	76688	9285
1784	76722	9241
1785	76758	9197
1786	76796	9153
1787	76829	9109
1788	76867	9066
1789	76909	9022
1790	76944	8979
1791	76976	8934
1792	77016	8891
1793	77050	8847
1794	77086	8803
1795	77121	8759
1796	77159	8716
1797	77197	8672
1798	77241	8630
1799	77299	8588
1800	77347	8546
1801	77388	8503
1802	77430	8460
1803	77472	8417
1804	77527	8375
1805	77571	8332
1806	77617	8290
1807	77656	8246
1808	77699	8203
1809	77739	8160
1810	77774	8116
1811	77809	8072
1812	77844	8029
1813	77888	7986
1814	77952	7945
1815	78001	7903
1816	78047	7860
1817	78104	7819
1818	78161	7777
1819	78225	7736
1820	78289	7695
1821	78339	7653
1822	78394	7611
1823	78442	7568
1824	78499	7527
1825	78543	7484
1826	78674	7449
1827	78763	7410
1828	78826	7369
1829	78876	7327
1830	78921	7284
1831	78965	7241
1832	79003	7197
1833	79036	7153
1834	79081	7110
1835	79113	7066
1836	79149	7023
1837	79191	6979
1838	79230	6936
1839	79271	6893
1840	79313	6850
1841	79351	6806
1842	79394	6763
1843	79436	6720
1844	79477	6676
1845	79520	6633
1846	79556	6590
1847	79595	6546
1848	79634	6503
1849	79682	6460
1850	79718	6417
1851	79758	6373
1852	79789	6329
1853	79813	6285
1854	79846	6241
1855	79884	6197
1856	79921	6154
1857	79968	6111
1858	80010	6068
1859	80040	6024
1860	80082	5981
1861	80119	5937
1862	80159	5894
1863	80209	5852
1864	80252	5809
1865	80289	5765
1866	80330	5722
1867	80368	5679
1868	80409	5635
1869	80453	5593
1870	80495	5549
1871	80535	5506
1872	80575	5463
1873	80614	5420
1874	80658	5377
1875	80694	5333
1876	80735	5290
1877	80768	5246
1878	80813	5204
1879	80847	5160
1880	80889	5117
1881	80944	5075
1882	80981	5031
1883	81028	4989
1884	81073	4946
1885	81112	4902
1886	81142	4859
1887	81180	4815
1888	81219	4772
1889	81261	4729
1890	81298	4686
1891	81333	4642
1892	81374	4599
1893	81410	4556
1894	81443	4512
1895	81473	4469
1896	81511	4425
1897	81553	4382
1898	81589	4339
1899	81627	4296
1900	81667	4253
1901	81697	4209
1902	81738	4166
1903	81776	4123
1904	81815	4080
1905	81852	4036
1906	81902	3994
1907	81942	3951
1908	81980	3907
1909	82022	3864
1910	82059	3821
1911	82091	3778
1912	82134	3735
1913	82178	3692
1914	82224	3649
1915	82260	3606
1916	82297	3563
1917	82334	3520
1918	82369	3476
1919	82403	3433
1920	82442	3390
1921	82484	3347
1922	82521	3304
1923	82555	3261
1924	82595	3218
1925	82635	3174
1926	82675	3131
1927	82713	3088
1928	82754	3045
1929	82795	3002
1930	82840	2960
1931	82876	2916
1932	82925	2874
1933	82972	2831
1934	83020	2788
1935	83065	2745
1936	83117	2703
1937	83160	2660
1938	83201	2617
1939	83249	2574
1940	83292	2531
1941	83332	2488
1942	83378	2445
1943	83422	2403
1944	83461	2360
1945	83502	2317
1946	83539	2274
1947	83574	2230
1948	83620	2188
1949	83653	2144
1950	83689	2101
1951	83727	2058
1952	83761	2015
1953	83797	1972
1954	83834	1929
1955	83862	1886
1956	83899	1843
1957	83937	1800
1958	83971	1757
1959	84011	1714
1960	84046	1671
1961	84087	1628
1962	84127	1585
1963	84167	1542
1964	84209	1499
1965	84246	1456
1966	84280	1413
1967	84318	1371
1968	84350	1328
1969	84394	1285
1970	84430	1242
1971	84464	1199
1972	84497	1156
1973	84539	1113
1974	84572	1070
1975	84607	1027
1976	84645	984
1977	84684	941
1978	84722	899
1979	84752	856
1980	84786	813
1981	84824	770
1982	84865	727
1983	84906	684
1984	84946	641
1985	84988	599
1986	85026	556
1987	85067	513
1988	85102	470
1989	85141	427
1990	85173	385
1991	85221	342
1992	85262	299
1993	85295	256
1994	85336	213
1995	85368	171
1996	85408	128
1997	85443	85
1998	85479	42
1999	85517	0
