iter	R2	RMSE
204	0.9439156174	0.0336699843
205	0.9439522619	0.03365898283
206	0.9440281205	0.03363619698
207	0.9440881967	0.0336181408
208	0.9441418449	0.03360200838
209	0.9441870305	0.03358841471
210	0.9441870308	0.03358841464
211	0.9442085928	0.03358192598
212	0.9442550014	0.03356795594
213	0.9443688347	0.03353366495
214	0.9445397934	0.03348209958
215	0.9446410291	0.03345152692
216	0.9447422289	0.03342093713
217	0.9449273326	0.0333649131
218	0.9449607973	0.03335477451
219	0.9450050071	0.03334137586
220	0.9450580379	0.03332529669
221	0.9451492777	0.03329761423
222	0.945222169	0.03327548223
223	0.9452753931	0.03325931247
224	0.9453388553	0.03324002207
225	0.9454845329	0.03319569845
226	0.9455149535	0.03318643526
227	0.9455729765	0.03316875989
228	0.9456524766	0.03314452667
229	0.9456844199	0.0331347847
230	0.9457337841	0.03311972418
231	0.9457775253	0.03310637342
232	0.9459354327	0.03305813187
233	0.9460481942	0.03302363951
234	0.946090088	0.03301081551
235	0.94610437	0.03300644257
236	0.9461336384	0.03299747916
237	0.9461687947	0.03298670937
238	0.9461687947	0.03298670936
239	0.9462448133	0.03296340977
240	0.9463548103	0.03292966667
241	0.9464529275	0.03289953868
242	0.9464529275	0.03289953866
243	0.9464811043	0.03289088158
244	0.9465165301	0.03287999403
245	0.9465406737	0.0328725718
246	0.9465854429	0.03285880446
247	0.9466766464	0.03283073985
248	0.9467791873	0.03279915786
249	0.946849287	0.03277755008
250	0.9469218449	0.03275516953
251	0.9469796434	0.03273733059
252	0.9470235887	0.03272376081
253	0.9470536137	0.03271448621
254	0.94710289	0.03269925928
255	0.947127718	0.03269158443
256	0.9472022373	0.03266853821
257	0.9472595161	0.03265081282
258	0.9473733134	0.03261556872
259	0.9473877139	0.03261110606
260	0.9474613089	0.03258828956
261	0.9475388508	0.03256423213
262	0.9476090594	0.03254243455
263	0.9476778476	0.03252106375
264	0.947742223	0.03250105118
265	0.9478171606	0.03247773958
266	0.9478872302	0.03245592719
267	0.9479214409	0.0324452722
268	0.9479214412	0.03244527212
269	0.9479738129	0.03242895406
270	0.947997026	0.03242171864
271	0.9480261799	0.03241262924
272	0.9480756559	0.03239719812
273	0.9481174235	0.03238416546
274	0.9481874928	0.03236229006
275	0.9482307423	0.03234878035
276	0.9482307423	0.03234878034
277	0.9482454966	0.03234417031
278	0.9482805783	0.03233320622
279	0.9483338742	0.03231654256
280	0.9483925513	0.0322981864
281	0.9484257748	0.03228778837
282	0.9484958072	0.03226585922
283	0.948538822	0.03225238266
284	0.9485670607	0.03224353239
285	0.9485773215	0.03224031596
286	0.9486108888	0.03222979146
287	0.9486108888	0.03222979144
288	0.9486328588	0.03222290122
289	0.948674543	0.0322098242
290	0.9487503508	0.03218602842
291	0.9487691314	0.03218013055
292	0.9487963566	0.0321715788
293	0.9488312473	0.0321606159
294	0.9489194012	0.03213290068
295	0.9489743439	0.03211561483
296	0.9490340511	0.03209681945
297	0.9490519021	0.03209119794
298	0.9490761917	0.03208354726
299	0.9491479196	0.03206094392
300	0.94920691	0.03204234257
301	0.9492575095	0.03202637849
302	0.9492857109	0.03201747751
303	0.9492916817	0.03201559266
304	0.9493363517	0.03200148799
305	0.9493847868	0.03198618739
306	0.9494048845	0.0319798364
307	0.9494873658	0.03195375865
308	0.9495875545	0.03192205378
309	0.9496341051	0.03190731204
310	0.9496487185	0.03190268284
311	0.9496717178	0.03189539578
312	0.9496886768	0.03189002147
313	0.9497177703	0.03188079964
314	0.9497559746	0.03186868586
315	0.9498369119	0.03184300713
316	0.9498760628	0.03183057841
317	0.9499226083	0.03181579591
318	0.9499226126	0.03181579455
319	0.9499398697	0.03181031209
320	0.9499847585	0.03179604678
321	0.9500247725	0.03178332523
322	0.9500760574	0.03176701291
323	0.9500816813	0.03176522362
324	0.9501114659	0.03175574557
325	0.9501366819	0.03174771913
326	0.9501621963	0.03173959564
327	0.9501621963	0.03173959564
328	0.9502034818	0.03172644642
329	0.9502184563	0.03172167579
330	0.9503134143	0.03169140688
331	0.9503409931	0.03168261042
332	0.9503843294	0.03166878306
333	0.9503917716	0.03166640786
334	0.9504186213	0.0316578372
335	0.9504505048	0.03164765674
336	0.9504884422	0.03163553893
337	0.9504884423	0.03163553893
338	0.95050974	0.03162873408
339	0.9505772599	0.03160715107
340	0.9505773837	0.03160711146
341	0.95061726	0.0315943579
342	0.950659873	0.03158072339
343	0.9507090954	0.03156496675
344	0.9507538193	0.03155064333
345	0.9507726069	0.03154462444
346	0.9507859417	0.03154035171
347	0.9507988186	0.03153622517
348	0.9508111921	0.03153225942
349	0.9508821362	0.03150951201
350	0.9509134774	0.0314994576
351	0.9509509579	0.03148742945
352	0.9509967982	0.03147271222
353	0.9510888964	0.03144312291
354	0.9511095642	0.03143647891
355	0.951141285	0.03142627904
356	0.9512001435	0.03140734422
357	0.9512001435	0.03140734422
358	0.9512424658	0.03139372207
359	0.9513015525	0.03137469409
360	0.9513401078	0.03136227172
361	0.9513501944	0.03135902107
362	0.9513716212	0.03135211458
363	0.9513948008	0.03134464142
364	0.9514269035	0.03133428848
365	0.9514271426	0.03133421135
366	0.9514524745	0.03132603951
367	0.9514592977	0.03132383806
368	0.9514799118	0.03131718609
369	0.9515265402	0.03130213436
370	0.9515753389	0.03128637431
371	0.951663695	0.03125781858
372	0.9516860724	0.03125058232
373	0.951716131	0.03124085948
374	0.9517503452	0.0312297888
375	0.951778179	0.03122077973
376	0.9518062205	0.03121170082
377	0.9518345004	0.03120254203
378	0.9518577988	0.03119499453
379	0.9518735049	0.03118990554
380	0.9518860354	0.03118584486
381	0.9518899631	0.03118457193
382	0.951934429	0.03117015739
383	0.9519746483	0.0311571137
384	0.951999969	0.03114889904
385	0.9520175288	0.03114320092
386	0.952037949	0.03113657331
387	0.9520640993	0.03112808388
388	0.9521069453	0.03111416935
389	0.9521539742	0.03109888922
390	0.9521875674	0.03108796985
391	0.9521877556	0.03108790869
392	0.9521896936	0.03108727862
393	0.9522363975	0.03107209099
394	0.9522381188	0.03107153108
395	0.9522784475	0.03105841037
396	0.9523270559	0.03104258855
397	0.9523573113	0.03103273647
398	0.9523681704	0.03102919966
399	0.9524056807	0.03101697942
400	0.9524878732	0.03099018565
401	0.9525150064	0.03098133544
402	0.9525766119	0.03096123182
403	0.9526040592	0.03095227078
404	0.9526584507	0.03093450531
405	0.952712615	0.0309168039
406	0.9527147911	0.03091609251
407	0.9527502446	0.03090450021
408	0.9527778288	0.03089547792
409	0.952838004	0.03087578662
410	0.9528551204	0.03087018326
411	0.9528768243	0.03086307666
412	0.9529105828	0.03085201969
413	0.952923565	0.03084776655
414	0.9529683289	0.03083309686
415	0.9530059966	0.03082074727
416	0.9530401467	0.03080954663
417	0.9530636209	0.03080184516
418	0.9530957684	0.03079129501
419	0.9531343851	0.03077861703
420	0.9531817861	0.03076304798
421	0.9532151889	0.03075207195
422	0.9532404429	0.03074377099
423	0.9532600767	0.03073731586
424	0.9532885684	0.03072794599
425	0.9533196545	0.03071771968
426	0.953355254	0.03070600443
427	0.9534527943	0.03067388248
428	0.9535047651	0.03065675372
429	0.9535377553	0.03064587572
430	0.953622684	0.03061785398
431	0.953665699	0.03060365166
432	0.9536992396	0.03059257291
433	0.9537256211	0.03058385607
434	0.9537460098	0.03057711762
435	0.9537628718	0.03057154366
436	0.9537857942	0.03056396469
437	0.9538042354	0.03055786598
438	0.9538487348	0.03054314456
439	0.953897068	0.03052714681
440	0.9539073223	0.03052375167
441	0.9539438212	0.03051166401
442	0.9539924319	0.03049555776
443	0.9540093689	0.03048994399
444	0.9540409498	0.03047947376
445	0.954083227	0.03046545168
446	0.9540832964	0.03046542867
447	0.9541046289	0.03045835086
448	0.9541386407	0.03044706285
449	0.954167837	0.03043736968
450	0.9541874971	0.03043084077
451	0.9541942604	0.03042859446
452	0.9542174337	0.0304208965
453	0.9542395166	0.03041355896
454	0.9542475032	0.03041090479
455	0.9542922135	0.0303960421
456	0.9543035301	0.03039227905
457	0.9543220606	0.03038611618
458	0.9543511514	0.03037643867
459	0.9543898347	0.0303635653
460	0.9544402462	0.0303467807
461	0.9544634519	0.03033905122
462	0.9544641146	0.03033883046
463	0.954507984	0.03032421267
464	0.9545437666	0.03031228427
465	0.9545906716	0.03029664105
466	0.9546120935	0.03028949396
467	0.9546316178	0.03028297851
468	0.9546483083	0.03027740764
469	0.9546824335	0.03026601427
470	0.9546974794	0.03026098953
471	0.9547363164	0.03024801567
472	0.9547529627	0.03024245312
473	0.9547977405	0.03022748499
474	0.9548056828	0.03022482931
475	0.9548198519	0.03022009095
476	0.9548782586	0.03020055112
477	0.954897575	0.03019408608
478	0.9549323973	0.03018242783
479	0.954954089	0.03017516331
480	0.9549862002	0.03016440615
481	0.9550098537	0.03015647983
482	0.9550530365	0.03014200384
483	0.9550789605	0.03013331009
484	0.9551081537	0.030123517
485	0.9551082839	0.03012347334
486	0.9551097444	0.0301229833
487	0.9551312137	0.0301157791
488	0.9551685283	0.03010325379
489	0.9551790655	0.03009971585
490	0.9552054369	0.03009085962
491	0.9552424878	0.03007841255
492	0.955265892	0.03007054733
493	0.9553368552	0.03004668691
494	0.9553570424	0.03003989576
495	0.9553838983	0.03003085885
496	0.9554036153	0.03002422242
497	0.9554194933	0.03001887705
498	0.9554487681	0.03000901915
499	0.9554747874	0.03000025479
500	0.9555135017	0.02998720946
501	0.9555591248	0.02997182884
502	0.9555782712	0.02996537178
503	0.9556036174	0.02995682172
504	0.9556471372	0.02994213543
505	0.955670419	0.02993427578
506	0.9556960151	0.02992563244
507	0.9557035385	0.02992309143
508	0.9557357714	0.02991220248
509	0.9557442402	0.0299093409
510	0.9557862437	0.02989514392
511	0.9558169209	0.02988477094
512	0.9558528755	0.02987260887
513	0.9558650728	0.02986848189
514	0.9559312893	0.02984606735
515	0.9559465078	0.02984091345
516	0.9559812385	0.0298291482
517	0.955995681	0.02982425432
518	0.9560193365	0.02981623691
519	0.95603238	0.02981181523
520	0.9560586209	0.02980291773
521	0.956086928	0.02979331663
522	0.956113485	0.02978430632
523	0.956141789	0.02977470026
524	0.9562243158	0.02974667397
525	0.9562523163	0.02973715892
526	0.9563124209	0.02971672408
527	0.9563330064	0.02970972202
528	0.9563681303	0.029697771
529	0.9564038374	0.02968561658
530	0.9564280525	0.02967737112
531	0.9564505526	0.02966970761
532	0.9564668185	0.02966416621
533	0.9565333413	0.02964149271
534	0.9565594699	0.02963258237
535	0.9565811372	0.02962519137
536	0.9566127734	0.02961439652
537	0.9566361044	0.02960643306
538	0.9566521221	0.02960096456
539	0.9566740957	0.02959346104
540	0.9566920089	0.02958734265
541	0.9567178798	0.02957850405
542	0.9567577192	0.02956488801
543	0.9567778002	0.0295580225
544	0.9568062178	0.02954830404
545	0.956819144	0.0295438824
546	0.9568456422	0.02953481609
547	0.9568700905	0.02952644873
548	0.9568882867	0.02952021955
549	0.9569120487	0.02951208307
550	0.9569675424	0.02949307239
551	0.9570048716	0.02948027748
552	0.9570179557	0.02947579149
553	0.9570590642	0.02946169265
554	0.9570934817	0.02944988337
555	0.9571174568	0.02944165429
556	0.9571331011	0.0294362834
557	0.9571663632	0.02942486081
558	0.9572357402	0.02940102164
559	0.9572814821	0.02938529332
560	0.9573095095	0.02937565199
561	0.9573372005	0.02936612324
562	0.9573709445	0.02935450742
563	0.9573936538	0.02934668753
564	0.9574208349	0.02933732504
565	0.9574505323	0.02932709241
566	0.9574851903	0.02931514602
567	0.9575016343	0.02930947617
568	0.9575085991	0.02930707439
569	0.9575349332	0.02929799144
570	0.9575506218	0.02929257892
571	0.9575577893	0.02929010582
572	0.9575779571	0.02928314591
573	0.9575929465	0.02927797201
574	0.9576289047	0.02926555654
575	0.9576545121	0.02925671172
576	0.9576651604	0.02925303302
577	0.9577032414	0.02923987323
578	0.9577102367	0.0292374552
579	0.9577275076	0.02923148438
580	0.9577697297	0.02921688242
581	0.9577823456	0.02921251794
582	0.9577939612	0.02920849896
583	0.9578151418	0.02920116907
584	0.9578462971	0.02919038394
585	0.9578604391	0.02918548705
586	0.9578690857	0.02918249259
587	0.9578969655	0.02917283535
588	0.9579235209	0.02916363389
589	0.9579331904	0.02916028269
590	0.9579683956	0.02914807821
591	0.9579948541	0.02913890253
592	0.9580142666	0.02913216855
593	0.9580238319	0.02912884986
594	0.9580343178	0.02912521136
595	0.9580545154	0.02911820173
596	0.9580607984	0.02911602084
597	0.9580811473	0.02910895643
598	0.9580965751	0.0291035993
599	0.9581034488	0.02910121216
600	0.9581341322	0.02909055392
601	0.9581483424	0.02908561652
602	0.9581794143	0.02907481751
603	0.9581982354	0.0290682743
604	0.9582176728	0.02906151528
605	0.9582255375	0.02905878001
606	0.9582576117	0.02904762229
607	0.95827374	0.0290420101
608	0.9582985009	0.02903339188
609	0.9583118947	0.02902872897
610	0.9583364769	0.02902016903
611	0.9583555534	0.02901352452
612	0.9583766473	0.02900617557
613	0.9583859674	0.02900292793
614	0.9584113111	0.02899409494
615	0.958432832	0.02898659219
616	0.9584720603	0.02897291115
617	0.9584894475	0.02896684523
618	0.9585225917	0.02895527861
619	0.9585446194	0.02894758885
620	0.9585709419	0.0289383971
621	0.9585777512	0.02893601885
622	0.9585842703	0.02893374177
623	0.958606499	0.02892597603
624	0.9586193547	0.02892148387
625	0.958652893	0.02890976133
626	0.958677715	0.0289010823
627	0.9586876538	0.02889760646
628	0.9587093786	0.02889000731
629	0.9587344488	0.02888123548
630	0.9587494975	0.02887596878
631	0.9587929187	0.02886076703
632	0.9588068323	0.02885589422
633	0.9588336585	0.02884649678
634	0.9588349007	0.02884606154
635	0.9588629692	0.02883622551
636	0.9588729329	0.0288327331
637	0.9588974943	0.02882412225
638	0.9589439733	0.02880782038
639	0.9589583813	0.0288027651
640	0.9589833541	0.02879400089
641	0.9590098562	0.02878469705
642	0.9590463081	0.02877189532
643	0.9590712385	0.02876313659
644	0.95908514	0.02875825147
645	0.9591105931	0.02874930483
646	0.9591207607	0.02874573018
647	0.9591249093	0.02874427152
648	0.9591396496	0.02873908821
649	0.9591829206	0.02872386687
650	0.9591995965	0.02871799866
651	0.9592215037	0.02871028777
652	0.9592404263	0.02870362573
653	0.9592591183	0.02869704337
654	0.9592802032	0.02868961651
655	0.9592827263	0.02868872764
656	0.9592999471	0.02868266027
657	0.9593158464	0.02867705733
658	0.9593621704	0.02866072647
659	0.9593902688	0.02865081625
660	0.959415212	0.02864201599
661	0.9594202973	0.02864022152
662	0.9594672206	0.02862365801
663	0.959492095	0.02861487371
664	0.9595128264	0.02860755042
665	0.9595278336	0.028602248
666	0.9595758024	0.02858529286
667	0.9595987298	0.02857718535
668	0.9596360184	0.02856399457
669	0.959660577	0.02855530369
670	0.9596856036	0.02854644445
671	0.9597066805	0.02853898125
672	0.959747258	0.02852460747
673	0.959778569	0.02851351123
674	0.9598091414	0.02850267258
675	0.9598213606	0.02849833943
676	0.9598424391	0.02849086306
677	0.9598611113	0.02848423856
678	0.9598728282	0.02848008085
679	0.9598905251	0.0284738
680	0.9599127296	0.02846591739
681	0.9599295538	0.02845994335
682	0.9599475915	0.02845353701
683	0.9599636191	0.02844784337
684	0.9599913289	0.02843799709
685	0.9600271927	0.0284252483
686	0.9600348538	0.0284225242
687	0.9600473501	0.0284180803
688	0.960071257	0.02840957661
689	0.9600974233	0.02840026633
690	0.9601291401	0.02838897703
691	0.9601446017	0.02838347199
692	0.9601621949	0.02837720668
693	0.9601742375	0.02837291728
694	0.9601813239	0.02837039288
695	0.9601977627	0.02836453605
696	0.9602097246	0.0283602735
697	0.9602260869	0.02835444183
698	0.9602371951	0.0283504821
699	0.9602520352	0.02834519118
700	0.9602697253	0.02833888287
701	0.9602878834	0.02833240618
702	0.960302364	0.02832724017
703	0.9603143557	0.02832296137
704	0.960337123	0.02831483589
705	0.960342988	0.02831274233
706	0.9603467128	0.02831141265
707	0.9603589097	0.02830705817
708	0.9603793146	0.02829977185
709	0.9604038787	0.0282909978
710	0.9604298094	0.02828173269
711	0.9604528358	0.02827350274
712	0.9604683535	0.02826795515
713	0.9604866823	0.02826140118
714	0.9604940766	0.02825875672
715	0.960508523	0.02825358948
716	0.960532638	0.02824496181
717	0.9605416807	0.0282417259
718	0.960559148	0.02823547423
719	0.9605935152	0.02822316989
720	0.9606120228	0.02821654148
721	0.9606319615	0.02820939878
722	0.9606626162	0.02819841376
723	0.9606674865	0.0281966681
724	0.9606869989	0.02818967321
725	0.9607146477	0.02817975857
726	0.9607332465	0.02817308723
727	0.9607482667	0.02816769837
728	0.9607482986	0.02816768694
729	0.9607560156	0.02816491787
730	0.9607732476	0.02815873362
731	0.9607806952	0.02815606036
732	0.9607927274	0.02815174101
733	0.9608080276	0.0281462475
734	0.9608369151	0.02813587261
735	0.9608615749	0.02812701306
736	0.960881168	0.02811997187
737	0.9609064018	0.02811090094
738	0.9609254477	0.02810405246
739	0.9609405449	0.02809862265
740	0.960964479	0.02809001248
741	0.9609731184	0.02808690386
742	0.9609859955	0.02808226977
743	0.9610026053	0.02807629127
744	0.9610156731	0.02807158676
745	0.9610216901	0.02806942035
746	0.9610293325	0.02806666847
747	0.9610530509	0.02805812616
748	0.9610708309	0.02805172089
749	0.9610799811	0.02804842396
750	0.9610802101	0.02804834145
751	0.9610984479	0.02804176895
752	0.9611184456	0.02803456045
753	0.9611300634	0.02803037178
754	0.9611455523	0.02802478645
755	0.9611514121	0.0280226731
756	0.9611743416	0.02801440203
757	0.9611813789	0.02801186304
758	0.9611922522	0.02800793964
759	0.9612013406	0.02800465983
760	0.9612340318	0.02799285919
761	0.9612421555	0.02798992597
762	0.9612547986	0.02798536034
763	0.961261135	0.0279830719
764	0.9612655777	0.02798146723
765	0.961277804	0.0279770508
766	0.9612977195	0.02796985534
767	0.9613133211	0.02796421721
768	0.9613492781	0.02795121862
769	0.9613599149	0.02794737223
770	0.9613848695	0.02793834626
771	0.9614096728	0.02792937214
772	0.9614309581	0.02792166855
773	0.9614457834	0.02791630172
774	0.9614519978	0.02791405178
775	0.9614745484	0.02790588572
776	0.9614833226	0.02790270774
777	0.9614964658	0.02789794664
778	0.9615042338	0.02789513233
779	0.9615126091	0.0278920977
780	0.9615135735	0.02789174823
781	0.961517012	0.02789050224
782	0.9615357477	0.02788371207
783	0.9615489783	0.02787891605
784	0.9615562447	0.02787628169
785	0.9615571713	0.02787594574
786	0.9615572001	0.02787593528
787	0.961562102	0.02787415798
788	0.9615788113	0.02786809875
789	0.9616028012	0.02785939706
790	0.9616184333	0.02785372551
791	0.9616331563	0.0278483827
792	0.961653886	0.02784085842
793	0.9616565161	0.02783990361
794	0.9616659265	0.02783648712
795	0.9616852904	0.02782945562
796	0.9616895461	0.02782791006
797	0.9616924489	0.02782685576
798	0.9616924861	0.02782684225
799	0.9617175929	0.02781772187
800	0.9617349853	0.02781140211
801	0.9617624867	0.02780140617
802	0.9617814669	0.02779450532
803	0.9617981475	0.02778843915
804	0.9617984175	0.02778834096
805	0.9618071501	0.02778516467
806	0.9618108396	0.0277838226
807	0.9618365225	0.02777447845
808	0.9618593747	0.02776616158
809	0.9618753995	0.02776032798
810	0.9618994067	0.0277515862
811	0.961918542	0.02774461648
812	0.9619256914	0.02774201196
813	0.9619273446	0.02774140967
814	0.9619413134	0.02773632009
815	0.9619571077	0.0277305642
816	0.9619630727	0.02772839008
817	0.961973635	0.02772453996
818	0.9619761207	0.02772363378
819	0.9619876498	0.02771943049
820	0.9619935604	0.02771727533
821	0.9619935782	0.02771726882
822	0.9619992672	0.02771519432
823	0.962017378	0.02770858912
824	0.9620188954	0.02770803565
825	0.9620418854	0.02769964854
826	0.9620586669	0.02769352478
827	0.9620823819	0.02768486859
828	0.9621047543	0.02767669997
829	0.9621073686	0.02767574528
830	0.9621087812	0.0276752294
831	0.9621158167	0.02767265998
832	0.9621264784	0.02766876574
833	0.9621365542	0.02766508503
834	0.9621506297	0.02765994238
835	0.9621726694	0.02765188802
836	0.9621767821	0.02765038479
837	0.9621809255	0.02764887026
838	0.9621879001	0.02764632064
839	0.9621998974	0.02764193437
840	0.9622181988	0.02763524195
841	0.9622259267	0.02763241556
842	0.9622261233	0.02763234363
843	0.9622338792	0.02762950671
844	0.9622419076	0.02762656976
845	0.962264196	0.02761841466
846	0.96227074	0.02761601981
847	0.9622816409	0.02761203005
848	0.962292936	0.02760789543
849	0.9622975679	0.02760619969
850	0.9623010072	0.02760494053
851	0.9623115964	0.02760106329
852	0.9623234493	0.02759672274
853	0.9623505955	0.02758677912
854	0.9623669093	0.02758080168
855	0.9623768967	0.02757714162
856	0.9623845365	0.02757434156
857	0.9623900948	0.02757230422
858	0.9623985422	0.02756920758
859	0.9624178906	0.0275621136
860	0.9624404944	0.02755382372
861	0.9624519739	0.02754961267
862	0.962471278	0.02754252991
863	0.9624735856	0.0275416831
864	0.9624866927	0.02753687286
865	0.9625054847	0.02752997482
866	0.9625214838	0.02752410058
867	0.9625290172	0.0275213342
868	0.962535434	0.02751897763
869	0.9625501591	0.02751356905
870	0.9625592517	0.02751022877
871	0.9625666207	0.02750752141
872	0.9625701207	0.02750623541
873	0.9625961189	0.02749668103
874	0.9625972157	0.02749627791
875	0.9626100168	0.0274915722
876	0.962619644	0.0274880327
877	0.9626293185	0.02748447536
878	0.9626390068	0.02748091246
